Line by line,Fiscal Year   ,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial
"25,621",2018,SHARESPOST INC,9523,52 - Finance and Insurance,SAN FRANCISCO,CA,94104,0,0,2,0
"25,622",2018,SHASTA VENTURES MANAGEMENT LLC,5994,52 - Finance and Insurance,MENLO PARK,CA,94025,0,0,1,0
"25,623",2018,SHELTERPOINT LIFE INSURANCE CO,4118,52 - Finance and Insurance,GARDEN CITY,NY,11530,0,0,1,0
"25,624",2018,SHERIDAN CAPITAL ADVISORY INC,6224,52 - Finance and Insurance,IRVINE,CA,92614,0,0,1,0
"25,625",2018,SHERPA GLOBAL CORP,7415,52 - Finance and Insurance,SAN FRANCISCO,CA,94102,0,0,1,0
"25,626",2018,SHIFT4 CORPORATION,7785,52 - Finance and Insurance,LAS VEGAS,NV,89144,0,0,2,0
"25,627",2018,SHINHAN BANK AMERICA,1762,52 - Finance and Insurance,NEW YORK,NY,10001,2,0,2,0
"25,628",2018,SHINHAN BANK NEW YORK BRANCH,8566,52 - Finance and Insurance,NEW YORK,NY,10016,0,0,1,0
"25,629",2018,SIDECAR HEALTH INC,9267,52 - Finance and Insurance,EL SEGUNDO,CA,90245,0,0,0,1
"25,630",2018,SIEBERT CISNEROS SHANK & CO LLC,2653,52 - Finance and Insurance,NEW YORK,NY,10005,1,0,0,0
"25,631",2018,SIERRA AUTO FINANCE LLC,7022,52 - Finance and Insurance,DALLAS,TX,75244,0,0,1,0
"25,632",2018,SIGNAC SERVICES USA LLC,2332,52 - Finance and Insurance,NEW YORK,NY,10014,0,1,0,0
"25,633",2018,SIGNATURE PAYROLL SERVICES LLC,8250,52 - Finance and Insurance,LOUISVILLE,KY,40299,0,0,1,0
"25,634",2018,SIGNET HEALTHCARE MANAGEMENT LLC,4158,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
"25,635",2018,SIGULER GUFF & COMPANY LP,5630,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"25,636",2018,SILICON VALLEY TECHNOLOGY INNOVATI,5768,52 - Finance and Insurance,SANTA CLARA,CA,95054,0,1,0,0
"25,637",2018,SILTSTONE CAPITAL LLC,528,52 - Finance and Insurance,HOUSTON,TX,77002,0,1,0,0
"25,638",2018,SILVER LAKE KRAFTWERK MGMT CO L L,1675,52 - Finance and Insurance,SAN MATEO,CA,94403,1,1,0,0
"25,639",2018,SILVER RIDGE ASSET MGT US LLP,5328,52 - Finance and Insurance,NEW YORK,NY,10153,0,0,1,0
"25,640",2018,SILVER STAR INTERNATIONAL CORP,9830,52 - Finance and Insurance,FRESNO,CA,93727,1,0,0,0
"25,641",2018,SILVER STREAK TECHNOLOGIES LLC,8163,52 - Finance and Insurance,MENLO PARK,CA,94025,0,0,1,0
"25,642",2018,SILVERLANE ASSET MANAGEMENT LLC,3296,52 - Finance and Insurance,NEW YORK,NY,10105,0,0,1,0
"25,643",2018,SIMPLEX INVESTMENTS LLC,9916,52 - Finance and Insurance,CHICAGO,IL,60604,0,0,1,0
"25,644",2018,SIMPLIFICARE INC,1285,52 - Finance and Insurance,PALO ALTO,CA,94306,0,0,1,1
"25,645",2018,SINEWAVE VENTURES LLC,372,52 - Finance and Insurance,ARLINGTON,VA,22202,0,0,1,0
"25,646",2018,SINGER FINANCIAL CORPORATION,0,52 - Finance and Insurance,PHILADELPHIA,PA,19103,0,1,0,0
"25,647",2018,SIO CAPITAL MANAGEMENT LLC,6565,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,1,0
"25,648",2018,SISTAR MORTGAGE,5411,52 - Finance and Insurance,SHELBY TOWNSHIP,MI,48315,0,0,1,0
"25,649",2018,SK RESOURCE MANAGEMENT LLC,882,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"25,650",2018,SK RESOURCE MGT LLC DBA SK CAPITAL,882,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"25,651",2018,SK TELECOM AMERICAS INC,764,52 - Finance and Insurance,SUNNYVALE,CA,94085,0,1,0,0
"25,652",2018,SKYE GLOBAL MANAGEMENT LP,8237,52 - Finance and Insurance,NEW YORK,NY,10153,1,0,0,0
"25,653",2018,SKYWORKS CAPITAL LLC,2631,52 - Finance and Insurance,GREENWICH,CT,6830,1,0,2,1
"25,654",2018,SL GREEN MANAGEMENT LLC,937,52 - Finance and Insurance,NEW YORK,NY,10170,0,0,2,0
"25,655",2018,SLOANE SQUARE GROUP LLC,8806,52 - Finance and Insurance,NATICK,MA,1760,0,0,0,1
"25,656",2018,SMART CAPITAL INTERNATIONAL INC,5779,52 - Finance and Insurance,NEW YORK,NY,10017,0,1,0,0
"25,657",2018,SMART TANISHA INC DBA BELLAS AUTO,5933,52 - Finance and Insurance,DALLAS,TX,75208,0,0,1,0
"25,658",2018,SMARTPAY LEASING LLC,3287,52 - Finance and Insurance,CINCINNATI,OH,45236,1,0,0,0
"25,659",2018,SMB IT INC,8975,52 - Finance and Insurance,NEWARK,DE,19713,0,0,0,1
"25,660",2018,SMB IT INC,8975,52 - Finance and Insurance,RESTON,VA,20191,0,0,2,0
"25,661",2018,SMBC CAPITAL MARKETS INC,138,52 - Finance and Insurance,NEW YORK,NY,10172,1,0,5,0
"25,662",2018,SMBC NIKKO SECURITIES AMERICA INC,6844,52 - Finance and Insurance,NEW YORK,NY,10172,1,0,2,0
"25,663",2018,SNAP FINANCE LLC,8051,52 - Finance and Insurance,SALT LAKE CITY,UT,84119,1,0,0,0
"25,664",2018,SNAPDOCS INC,5179,52 - Finance and Insurance,SAN FRANCISCO,CA,94104,0,0,1,0
"25,665",2018,SO CAL CORPORATE GROWTH PARTNERS,5707,52 - Finance and Insurance,PASADENA,CA,91105,0,1,0,0
"25,666",2018,SOCIAL FINANCE INC,9523,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,0,0,2,0
"25,667",2018,SOCIAL FINANCE INC,9523,52 - Finance and Insurance,SAN FRANCISCO,CA,94129,2,0,17,1
"25,668",2018,SOCIETE GENERALE,8875,52 - Finance and Insurance,NEW YORK,NY,10167,7,0,11,1
"25,669",2018,SOGOTRADE INC,4507,52 - Finance and Insurance,NEW YORK,NY,10004,0,0,1,0
"25,670",2018,SOJITZ CORPORATE OF AMERICA,360,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,1,0
"25,671",2018,SOLAR MOSAIC INC,3655,52 - Finance and Insurance,OAKLAND,CA,94612,2,0,3,0
"25,672",2018,SOLARITY CREDIT UNION,9071,52 - Finance and Insurance,YAKIMA,WA,98907,0,0,2,0
"25,673",2018,SOLOMON AGENCY CORP,8403,52 - Finance and Insurance,BAYSIDE,NY,11361,2,0,2,0
"25,674",2018,SORIN CAPITAL MANAGEMENT LLC,1512,52 - Finance and Insurance,STAMFORD,CT,6901,1,0,0,0
"25,675",2018,SOROS FUND MANAGEMENT LLC,4976,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,6,0
"25,676",2018,SOUTH STATE BANK,9408,52 - Finance and Insurance,COLUMBIA,SC,29201,1,0,0,0
"25,677",2018,SOUTHWEST BUSINESS CORPORATION,3739,52 - Finance and Insurance,SAN ANTONIO,TX,78216,1,0,3,0
"25,678",2018,SOVARNUM CAPITAL LP,478,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,1,0
"25,679",2018,SPARTACUS MEDIA ENTERPRISES LLC,5151,52 - Finance and Insurance,MILTON,MA,2186,1,0,0,0
"25,680",2018,SPECTRUM EQUILTY MANAGEMENT INC,22,52 - Finance and Insurance,BOSTON,MA,2110,1,0,0,0
"25,681",2018,SPECTRUM INVESTMENT ADVISORS INC,8175,52 - Finance and Insurance,MEQUON,WI,53092,1,0,0,0
"25,682",2018,SPIRE CREDIT UNION,5825,52 - Finance and Insurance,FALCON HEIGHTS,MN,55113,0,0,0,1
"25,683",2018,SPIRE CREDITUNION,5825,52 - Finance and Insurance,FALCON HEIGHTS,MN,55113,1,0,0,0
"25,684",2018,SQN INVESTORS LP,5163,52 - Finance and Insurance,REDWOOD CITY,CA,94065,0,0,1,0
"25,685",2018,SQUARE DEAL INVESTMENT MGT INC,9380,52 - Finance and Insurance,OKLAHOMA CITY,OK,73116,1,0,0,0
"25,686",2018,SQUARE MILE CAPITAL MANAGEMENT LLC,6032,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"25,687",2018,SQUAREPOINT OPS LLC,5364,52 - Finance and Insurance,NEW YORK,NY,10019,5,0,5,2
"25,688",2018,STAMOS CAPITAL PARTNERS L P,9495,52 - Finance and Insurance,MENLO PARK,CA,94025,1,0,1,0
"25,689",2018,STANDARD & POORS SECURITIES EVALUA,6551,52 - Finance and Insurance,ATLANTA,GA,30328,1,0,0,0
"25,690",2018,STANDARD CHARTERED BANK,5409,52 - Finance and Insurance,NEW YORK,NY,10036,1,0,8,0
"25,691",2018,STANDARD CHARTERED BANK,5409,52 - Finance and Insurance,NEWARK,NJ,7101,0,0,1,0
"25,692",2018,STANDARD CHARTERED BANK,5409,52 - Finance and Insurance,NEWARK,NJ,7102,2,1,11,1
"25,693",2018,STANDARD INSURANCE COMPANY,2990,52 - Finance and Insurance,PORTLAND,OR,97204,3,0,4,0
"25,694",2018,STANDARD POORS FINANCIAL SVCS LLC,348,52 - Finance and Insurance,NEW YORK,NY,10004,0,0,1,0
"25,695",2018,STANDARD POORS FINANCIAL SVCS LLC,348,52 - Finance and Insurance,NEW YORK,NY,10041,6,0,47,1
"25,696",2018,STANDARD POORS FINANCIAL SVCS LLC,4034,52 - Finance and Insurance,NEW YORK,NY,10041,0,0,1,0
"25,697",2018,STANFORD FEDERAL CREDIT UNION,2212,52 - Finance and Insurance,PALO ALTO,CA,94303,0,0,1,0
"25,698",2018,STAR MOUNTAIN FUND MANAGEMENT LLC,4004,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"25,699",2018,STAR NETWORKS INC,8624,52 - Finance and Insurance,OMAHA,NE,68106,0,0,1,0
"25,700",2018,STARR INDEMNITY & LIABILITY CO,124,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,2,0
"25,701",2018,STARR INSURANCE HOLDINGS INC,4762,52 - Finance and Insurance,NEW YORK,NY,10022,1,1,1,0
"25,702",2018,STARR INVESTMENT HOLDINGS LLC,9775,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"25,703",2018,STARR STRATEGIC HOLDINGS LLC,2794,52 - Finance and Insurance,NEW YORK,NY,10022,2,0,1,0
"25,704",2018,STARWOOD CAPITAL OPERATIONS LLC,1835,52 - Finance and Insurance,GREENWICH,CT,6830,0,0,2,0
"25,705",2018,STARWOOD CAPITAL OPERATIONS LLC,1835,52 - Finance and Insurance,MIAMI BEACH,FL,33139,1,0,2,0
"25,706",2018,STASH FIN INC DBA STASH INVEST,7441,52 - Finance and Insurance,NEW YORK,NY,10010,1,1,12,0
"25,707",2018,STATE AUTO PROPERTY & CASUALTY INS,814,52 - Finance and Insurance,COLUMBUS,OH,43215,0,0,7,1
"25,708",2018,STATE FARM MUTUAL AUTOMOBILE INSUR,3100,52 - Finance and Insurance,BLOOMINGTON,IL,61710,2,0,1,0
"25,709",2018,STATE STREET BANK & TRUST COMPANY,7445,52 - Finance and Insurance,BOSTON,MA,2110,0,0,2,0
"25,710",2018,STATE STREET BANK & TRUST COMPANY,7445,52 - Finance and Insurance,BOSTON,MA,2111,34,4,279,7
"25,711",2018,STATE STREET BANK & TRUST COMPANY,7445,52 - Finance and Insurance,QUINCY,MA,2171,0,0,1,0
"25,712",2018,STATPRO INC,8376,52 - Finance and Insurance,BOSTON,MA,2110,0,0,1,0
"25,713",2018,STAYWELL SAIPAN INC,6794,52 - Finance and Insurance,HAGATNA,GU,96910,0,1,0,0
"25,714",2018,STEADFAST FINANCIAL LP,2414,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"25,715",2018,STELLA RESOURCES CP INC INCLUDING,5829,52 - Finance and Insurance,MINNEAPOLIS,MN,55402,0,0,1,0
"25,716",2018,STEP MOBILE INC,1855,52 - Finance and Insurance,MENLO PARK,CA,94025,0,0,1,0
"25,717",2018,STEPSTONE GROUP LP,6466,52 - Finance and Insurance,NEW YORK,NY,10022,4,0,2,0
"25,718",2018,STERLING & STERLING LLC DBA STERLI,7801,52 - Finance and Insurance,WOODBURY,NY,11797,0,0,1,0
"25,719",2018,STERLING BANK & TRUST FSB,4834,52 - Finance and Insurance,SOUTHFIELD,MI,48076,1,0,1,0
"25,720",2018,STERLING NATIONAL BANK,6107,52 - Finance and Insurance,SUFFERN,NY,10901,1,0,0,0
"25,721",2018,STEVENS CAPITAL MANAGEMENT LP,7305,52 - Finance and Insurance,WAYNE,PA,19087,1,0,0,0
"25,722",2018,STG PARTNERS LLC,654,52 - Finance and Insurance,PALO ALTO,CA,94301,1,0,0,0
"25,723",2018,STIFEL FINANCIAL CORP,3600,52 - Finance and Insurance,SAINT LOUIS,MO,63102,0,0,3,0
"25,724",2018,STOCKBRIDGE CAPITAL GRP LLC,8275,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,0,0,1,1
"25,725",2018,STOCKPILE INC,4111,52 - Finance and Insurance,PALO ALTO,CA,94301,0,0,4,0
"25,726",2018,STONE RIDGE ASSET MANAGEMENT LLC,1940,52 - Finance and Insurance,NEW YORK,NY,10022,0,1,3,0
"25,727",2018,STONEGATE FUND ADMINISTRATION LLC,1949,52 - Finance and Insurance,ATLANTA,GA,30305,0,0,1,0
"25,728",2018,STOREHOUSE MANAGEMENT,6510,52 - Finance and Insurance,RALEIGH,NC,27615,1,0,0,0
"25,729",2018,STP INVESTMENT SERVICES,2868,52 - Finance and Insurance,WEST CHESTER,PA,19380,0,0,1,0
"25,730",2018,STRATEGIC CS LLC,3176,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,3,1
"25,731",2018,STRATEGIC INVESTMENT MGT LLC,171,52 - Finance and Insurance,ARLINGTON,VA,22209,1,0,0,0
"25,732",2018,STREETSHARES INC,152,52 - Finance and Insurance,RESTON,VA,20190,0,0,1,0
"25,733",2018,STRIDE HEALTH INC,4279,52 - Finance and Insurance,SAN FRANCISCO,CA,94107,1,0,2,0
"25,734",2018,STRIKE TECHNOLOGIES LLC,5376,52 - Finance and Insurance,NEW YORK,NY,10022,1,1,0,0
"25,735",2018,STRIPE INC,5600,52 - Finance and Insurance,SAN FRANCISCO,CA,94107,1,0,2,0
"25,736",2018,STRONG VENTURES LLC,5431,52 - Finance and Insurance,LOS ANGELES,CA,90010,0,0,1,0
"25,737",2018,STRUCTURED PORTFOLIO MANAGEMENT LL,9664,52 - Finance and Insurance,STAMFORD,CT,6902,0,0,1,0
"25,738",2018,SUFFOLK CAPITAL MANAGEMENT LLC,4453,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,1,0
"25,739",2018,SUMITOMO MITSUI BANKING CORP,1820,52 - Finance and Insurance,NEW YORK,NY,10172,5,0,8,0
"25,740",2018,SUMITOMO MITSUI BANKING CORP,4820,52 - Finance and Insurance,NEW YORK,NY,10172,0,0,1,0
"25,741",2018,SUMITOMO MITSUI TRUST BANK LIMITED,2184,52 - Finance and Insurance,HOBOKEN,NJ,7030,1,0,0,0
"25,742",2018,SUMMIT BANK,4771,52 - Finance and Insurance,EUGENE,OR,97401,1,0,0,0
"25,743",2018,SUMMIT MORTGAGE BANKERS INC,4244,52 - Finance and Insurance,ALHAMBRA,CA,91801,1,0,0,0
"25,744",2018,SUMMIT MORTGAGE BANKERS INC,4244,52 - Finance and Insurance,FLUSHING,NY,11354,1,2,0,2
"25,745",2018,SUMMIT MORTGAGE BANKERS INC,4244,52 - Finance and Insurance,MILPITAS,CA,95035,0,1,0,0
"25,746",2018,SUMMIT PARTNERS LP,8657,52 - Finance and Insurance,MENLO PARK,CA,94025,0,0,1,0
"25,747",2018,SUMMIT STREET CAPITAL MANAGEMENT L,6693,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"25,748",2018,SUN LIFE FINANCIAL US SVCS CO INC,703,52 - Finance and Insurance,WELLESLEY HILLS,MA,2481,1,0,6,0
"25,749",2018,SUN TRADING LLC,4339,52 - Finance and Insurance,WASHINGTON,DC,20004,0,0,1,0
"25,750",2018,SUNBELT FINANCE LLC,5343,52 - Finance and Insurance,JONESBORO,AR,72401,0,0,1,0
"25,751",2018,SUNRISE BROKERS LLC,9835,52 - Finance and Insurance,NEW YORK,NY,10036,2,0,1,0
"25,752",2018,SUNRISE FUTURES LLC,7947,52 - Finance and Insurance,CHICAGO,IL,60606,2,0,3,0
"25,753",2018,SUNRISE SECURITIES LLC,880,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,0
"25,754",2018,SUNTRUST BANKS INC,6330,52 - Finance and Insurance,ATLANTA,GA,30308,0,0,2,0
"25,755",2018,SUNTRUST BANKS INC,6330,52 - Finance and Insurance,NASHVILLE,TN,37214,8,0,98,1
"25,756",2018,SUNTRUST MORTGAGE INC,9290,52 - Finance and Insurance,NASHVILLE,TN,37214,0,0,1,0
"25,757",2018,SUNTRUST ROBINSON HUMPHREY INC,1146,52 - Finance and Insurance,NASHVILLE,TN,37214,1,0,1,0
"25,758",2018,SUPER DERIVATIVES INC,9831,52 - Finance and Insurance,ATLANTA,GA,30328,0,0,1,0
"25,759",2018,SUPERIOR HOME LOAN INC,6872,52 - Finance and Insurance,ARCADIA,CA,91007,0,0,1,0
"25,760",2018,SUPERNOVA LENDING LLC,5381,52 - Finance and Insurance,CHICAGO,IL,60610,0,0,1,0
"25,761",2018,SURETEC FINANCIAL CORP,8748,52 - Finance and Insurance,HOUSTON,TX,77056,1,0,0,0
"25,762",2018,SUSQUEHANNA INTERNATIONAL GR LLP,5207,52 - Finance and Insurance,BALA CYNWYD,PA,19004,13,6,23,0
"25,763",2018,SVB FINANCIAL GROUP,2278,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,0,2,7,0
"25,764",2018,SVB FINANCIAL GROUP,2278,52 - Finance and Insurance,SANTA CLARA,CA,95054,2,0,42,0
"25,765",2018,SVENSKA HANDELSBANKEN,3507,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"25,766",2018,SWIFT FINANCIAL CORPORATION,1216,52 - Finance and Insurance,WILMINGTON,DE,19810,2,0,0,0
"25,767",2018,SWISS RE AMERICA HOLDING CORP,1364,52 - Finance and Insurance,ARMONK,NY,10504,3,0,4,0
"25,768",2018,SWISS RE AMERICA HOLDING CORP,1364,52 - Finance and Insurance,OVERLAND PARK,KS,66202,0,0,1,0
"25,769",2018,SWISS RE MANAGEMENT US CORPORATION,2454,52 - Finance and Insurance,ARMONK,NY,10504,3,1,6,0
"25,770",2018,SWISS RE MANAGEMENT US CORPORATION,2454,52 - Finance and Insurance,KANSAS CITY,MO,64105,0,0,3,0
"25,771",2018,SWISS RE MANAGEMENT US CORPORATION,2454,52 - Finance and Insurance,OAKLAND,CA,94607,1,0,0,0
"25,772",2018,SWISS RE MANAGEMENT US CORPORATION,2454,52 - Finance and Insurance,OVERLAND PARK,KS,66202,0,0,1,0
"25,773",2018,SYMANTEC CORPORATION,1864,52 - Finance and Insurance,MOUNTAIN VIEW,CA,94043,0,0,1,0
"25,774",2018,SYMPHONY ASSET MANAGEMENT LLC,2504,52 - Finance and Insurance,SAN FRANCISCO,CA,94104,0,0,2,0
"25,775",2018,SYMPHONY INCUBATOR LLC,7465,52 - Finance and Insurance,LOS ALTOS,CA,94022,1,0,0,0
"25,776",2018,SYNAPSE FINANCIAL TECHNOLOGIES INC,6710,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,1,0,0,0
"25,777",2018,SYNCHRONY BANK,6737,52 - Finance and Insurance,STAMFORD,CT,6902,7,1,36,2
"25,778",2018,SYNCHRONY BANK,6767,52 - Finance and Insurance,STAMFORD,CT,6902,0,0,1,0
"25,779",2018,SYNERGY SAR LLC,5854,52 - Finance and Insurance,THE WOODLANDS,TX,77380,0,0,1,0
"25,780",2018,SYNOVUS FINANCIAL CORP,1800,52 - Finance and Insurance,BIRMINGHAM,AL,35209,0,0,1,0
"25,781",2018,SYNPULSE USA INC,9827,52 - Finance and Insurance,NEW YORK,NY,10004,1,1,0,0
"25,782",2018,SYNTHETIC P2P HOLDINGS CORPORATION,2286,52 - Finance and Insurance,NEW YORK,NY,10010,1,0,1,0
"25,783",2018,T A MCKAY & CO INC,2532,52 - Finance and Insurance,NEW YORK,NY,10111,0,0,1,0
"25,784",2018,T K CHEN INTL ADVISORS LTD,1978,52 - Finance and Insurance,DALLAS,TX,75230,0,0,1,0
"25,785",2018,T ROWE PRICE ASSOCIATES INC,6948,52 - Finance and Insurance,OWINGS MILLS,MD,21117,5,0,45,2
"25,786",2018,TACONIC CAPITAL ADVISORS LP,6114,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
"25,787",2018,TACONIC CAPITAL ADVISORS LP,6144,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
"25,788",2018,TAFT COMPANIES LLC,7753,52 - Finance and Insurance,TOWSON,MD,21286,0,0,1,0
"25,789",2018,TAG ASIA PARTNERS LLC,782,52 - Finance and Insurance,NEW YORK,NY,10118,0,0,0,1
"25,790",2018,TAIYO PACIFIC PARTNERS LP,7344,52 - Finance and Insurance,KIRKLAND,WA,98033,0,0,1,0
"25,791",2018,TAMARES MANAGEMENT LLC,1303,52 - Finance and Insurance,NEW YORK,NY,10036,1,1,0,0
"25,792",2018,TANG MEDIA PARTNERS LLC,2179,52 - Finance and Insurance,LOS ANGELES,CA,90067,1,0,0,0
"25,793",2018,TANIUS TECHNOLOGY LLC,3441,52 - Finance and Insurance,ALAMO,CA,94507,2,0,1,0
"25,794",2018,TANIUS TECHNOLOGY LLC,3441,52 - Finance and Insurance,ALAMO,CA,94508,1,0,0,0
"25,795",2018,TAOS GLOBAL GROUP INC,9519,52 - Finance and Insurance,CHICAGO,IL,60616,0,2,0,0
"25,796",2018,TAOS INVESTMENT ADVISORS LLC,2463,52 - Finance and Insurance,CHICAGO,IL,60616,1,0,0,0
"25,797",2018,TAP ADVISORS LLC,5708,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"25,798",2018,TAYLOR FRERES AMERICAS,8461,52 - Finance and Insurance,NEW YORK,NY,10111,1,0,0,0
"25,799",2018,TBP CONSULTING US LTD DBA TRUSTBRI,7328,52 - Finance and Insurance,BOSTON,MA,2116,0,0,0,1
"25,800",2018,TCF NATIONAL BANK,5310,52 - Finance and Insurance,MINNEAPOLIS,MN,55441,0,0,6,0
"25,801",2018,TCF NATIONAL BANK,5310,52 - Finance and Insurance,PLYMOUTH,MN,55441,2,0,20,1
"25,802",2018,TCI FUND MANAGEMENT INC,6423,52 - Finance and Insurance,NEW YORK,NY,10020,0,0,1,0
"25,803",2018,TCMI INC DBA TCV,6250,52 - Finance and Insurance,MENLO PARK,CA,94025,1,0,0,0
"25,804",2018,TCMI INC DBA TCV,6250,52 - Finance and Insurance,PALO ALTO,CA,94301,0,0,1,0
"25,805",2018,TCS E-SERVE AMERICA INC,,52 - Finance and Insurance,ROCKVILLE,MD,20850,0,0,0,1
"25,806",2018,TCS E-SERVE AMERICA INC,4427,52 - Finance and Insurance,ROCKVILLE,MD,20850,0,0,22,15
"25,807",2018,TCW LLC,6798,52 - Finance and Insurance,LOS ANGELES,CA,90017,0,0,2,0
"25,808",2018,TD AMERITRADE HOLDING CORPORATION,3156,52 - Finance and Insurance,OMAHA,NE,68154,1,0,10,1
"25,809",2018,TD BANK NATIONAL ASSOCIATION,7770,52 - Finance and Insurance,APO,AE,9054,0,0,1,0
"25,810",2018,TD BANK NATIONAL ASSOCIATION,7770,52 - Finance and Insurance,MOUNT LAUREL,NJ,8054,5,1,16,0
"25,811",2018,TD SECURITIES USA LLC,8082,52 - Finance and Insurance,NEW YORK,NY,10019,12,0,17,0
"25,812",2018,TDAM USA INC DBA TD ASSET MGT,9588,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,0
"25,813",2018,TEAM BELVEDERE LLC,9280,52 - Finance and Insurance,CHICAGO,IL,60606,2,0,0,0
"25,814",2018,TECHNOLOGY SERVICES GROUP INC,6270,52 - Finance and Insurance,PITTSBURGH,PA,15258,1,0,1,0
"25,815",2018,TEKNE CAPITAL MANAGEMENT LLC,5324,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"25,816",2018,TELECHECK SERVICES INC,5074,52 - Finance and Insurance,OMAHA,NE,68106,0,0,1,0
"25,817",2018,TELSEY ADVISORY GROUP LLC,202,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
"25,818",2018,TEMASEK INTERNATIONAL USA LLC,3998,52 - Finance and Insurance,NEW YORK,NY,10152,0,0,1,0
"25,819",2018,TEMPOE LLC,3299,52 - Finance and Insurance,CINCINNATI,OH,45236,0,1,2,0
"25,820",2018,TEMPUS INC,2259,52 - Finance and Insurance,WASHINGTON,DC,20005,0,0,1,0
"25,821",2018,TENARON CAPITAL MANAGEMENT LP,193,52 - Finance and Insurance,NEW YORK,NY,10016,0,0,2,0
"25,822",2018,TENG YUE PARTNERS LP,6130,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,2,0
"25,823",2018,TENNENBAUM CAPITAL PARTNERS LLC,9860,52 - Finance and Insurance,SANTA MONICA,CA,90405,0,0,2,0
"25,824",2018,TENNESSEE FARMERS MUTUAL INSUR CO,6475,52 - Finance and Insurance,COLUMBIA,TN,38402,0,0,1,0
"25,825",2018,TENOR CAPITAL MANAGEMENT CO LP,1518,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,1,0
"25,826",2018,TERRACOTTA FUND MGR LLC,2541,52 - Finance and Insurance,EL SEGUNDO,CA,90245,0,0,1,0
"25,827",2018,TESSELLATE LLC,2721,52 - Finance and Insurance,GLEN ALLEN,VA,23060,0,0,1,0
"25,828",2018,TESSELLATE LLC,2721,52 - Finance and Insurance,LAS VEGAS,NV,89119,0,0,1,1
"25,829",2018,TEXAS CITIZENS BANK,2059,52 - Finance and Insurance,LOS ANGELES,CA,90048,0,0,1,0
"25,830",2018,TEXAS EZPAWN LP,9698,52 - Finance and Insurance,AUSTIN,TX,78746,0,0,2,0
"25,831",2018,TEXAS GUARANTEED STUDENT LOAN CORP,4204,52 - Finance and Insurance,ROUND ROCK,TX,78681,0,1,0,0
"25,832",2018,TEXAS WINDSTORM INSUR ASSOCIATION,9303,52 - Finance and Insurance,AUSTIN,TX,78749,0,0,3,1
"25,833",2018,THE AYCO CO LP A GOLDMAN SACHS CO,7432,52 - Finance and Insurance,SARATOGA SPRINGS,NY,12866,3,0,1,0
"25,834",2018,THE BANK OF NEW YORK MELLON,382,52 - Finance and Insurance,NEW YORK,NY,10007,0,0,1,0
"25,835",2018,THE BANK OF NEW YORK MELLON,382,52 - Finance and Insurance,PITTSBURGH,PA,15219,0,0,1,0
"25,836",2018,THE BANK OF NEW YORK MELLON,382,52 - Finance and Insurance,PITTSBURGH,PA,15258,12,0,54,3
"25,837",2018,THE BANK OF NOVA SCOTIA,1099,52 - Finance and Insurance,NEW YORK,NY,10281,2,1,6,1
"25,838",2018,THE BAUPOST GROUP LLC,2144,52 - Finance and Insurance,BOSTON,MA,2116,2,0,0,0
"25,839",2018,THE BEACON MUTUAL INSURANCE CO,8697,52 - Finance and Insurance,WARWICK,RI,2886,1,0,0,0
"25,840",2018,THE BESSEMER GROUP INCORPORATED,3730,52 - Finance and Insurance,WOODBRIDGE,NJ,7095,0,0,1,0
"25,841",2018,THE BLACKSTONE GROUP,7000,52 - Finance and Insurance,NEW YORK,NY,10154,10,6,21,1
