Line by line,Fiscal Year   ,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial
"15,414",2020,BALYASNY ASSET MANAGEMENT LP,6492,52 - Finance and Insurance,CHICAGO,IL,60606,6,0,11,0
"15,415",2020,BANBURY PARTNERS LLC,5571,52 - Finance and Insurance,CHARLOTTE,NC,28280,1,0,0,0
"15,416",2020,BANCO BILBAO VIZCAYA ARGENTARIA SA,1492,52 - Finance and Insurance,NEW YORK,NY,10105,0,0,1,0
"15,417",2020,BANCO DO BRASIL SA NEW YORK BRANCH,5095,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,418",2020,BANCO ITAU INTERNATIONAL,8669,52 - Finance and Insurance,MIAMI,FL,33131,1,0,2,1
"15,419",2020,BANCO POPULAR DE PUERTO RICO,1870,52 - Finance and Insurance,SAN JUAN,PR,918,1,0,0,0
"15,420",2020,BANCO SANTANDER INTERNATIONAL,1944,52 - Finance and Insurance,MIAMI,FL,33131,1,0,1,0
"15,421",2020,BANCO SANTANDER SA NEW YORK BRANCH,7929,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,4,0
"15,422",2020,BANESCO USA,8792,52 - Finance and Insurance,DORAL,FL,33178,1,0,0,0
"15,423",2020,BANGOR SAVINGS BANK,4610,52 - Finance and Insurance,BANGOR,ME,4401,0,0,1,0
"15,424",2020,BANK LEUMI USA,4394,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,3,0
"15,425",2020,BANK OF AMERICA CORPORATION,6609,52 - Finance and Insurance,CHARLOTTE,NC,28255,0,0,6,0
"15,426",2020,BANK OF AMERICA N A,7665,52 - Finance and Insurance,CHARLOTTE,NC,28255,0,0,1,0
"15,427",2020,BANK OF AMERICA NA,3677,52 - Finance and Insurance,CHARLOTTE,NC,28255,0,0,1,0
"15,428",2020,BANK OF AMERICA NA,7665,52 - Finance and Insurance,CHARLOTTE,NC,28255,90,0,583,0
"15,429",2020,BANK OF CHINA,509,52 - Finance and Insurance,NEW YORK,NY,10018,19,0,39,1
"15,430",2020,BANK OF CHINA,9050,52 - Finance and Insurance,NEW YORK,NY,10018,0,0,1,0
"15,431",2020,BANK OF COMMS CO LTD NEW YORK BRAN,1948,52 - Finance and Insurance,NEW YORK,NY,10006,0,0,0,1
"15,432",2020,BANK OF COMMUNICATIONS CO LTD NY,1948,52 - Finance and Insurance,NEW YORK,NY,10006,0,0,1,0
"15,433",2020,BANK OF HAWAII,3900,52 - Finance and Insurance,HONOLULU,HI,96813,1,0,1,1
"15,434",2020,BANK OF HOPE,2168,52 - Finance and Insurance,LOS ANGELES,CA,90010,2,1,11,1
"15,435",2020,BANK OF MONTREAL,1092,52 - Finance and Insurance,CHICAGO,IL,60603,1,0,2,0
"15,436",2020,BANK OF TAIWAN NEW YORK BRANCH,9034,52 - Finance and Insurance,NEW YORK,NY,10005,0,1,0,0
"15,437",2020,BANK OF THE ORIENT,2792,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,1,0,1,0
"15,438",2020,BANK OF THE WEST,5440,52 - Finance and Insurance,SAN RAMON,CA,94583,5,1,93,2
"15,439",2020,BANK OZK,170,52 - Finance and Insurance,LITTLE ROCK,AR,72223,4,0,3,0
"15,440",2020,BANKERS FINANCIAL CORP,8812,52 - Finance and Insurance,SAINT PETERSBURG,FL,33716,0,0,1,0
"15,441",2020,BANKERS HEALTHCARE GROUP LLC,6686,52 - Finance and Insurance,SYRACUSE,NY,13204,0,0,2,0
"15,442",2020,BANKMOBILE TECHNOLOGIES INC,5500,52 - Finance and Insurance,RADNOR,PA,19087,1,0,0,0
"15,443",2020,BANKUNITED NA,7289,52 - Finance and Insurance,HIALEAH,FL,33016,0,0,2,0
"15,444",2020,BANNER BANK,5638,52 - Finance and Insurance,WALLA WALLA,WA,99362,0,0,1,0
"15,445",2020,BANNER LIFE INSURANCE CO,6145,52 - Finance and Insurance,FREDERICK,MD,21704,1,0,0,0
"15,446",2020,BANNER RIDGE PARTNERS LP,5682,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,447",2020,BANORTE IXE SECURITIES INTERNATIO,9288,52 - Finance and Insurance,HOUSTON,TX,77056,0,0,2,0
"15,448",2020,BANYAN INFRASTRUCTURE,9098,52 - Finance and Insurance,SAN FRANCISCO,CA,94104,0,0,0,1
"15,449",2020,BARCLAYS BANK DELAWARE,7970,52 - Finance and Insurance,NEW YORK,NY,10019,5,0,35,0
"15,450",2020,BARCLAYS BANK DELAWARE,7970,52 - Finance and Insurance,WILMINGTON,DE,19801,0,0,2,0
"15,451",2020,BARCLAYS BANK PLC,2190,52 - Finance and Insurance,NEW YORK,NY,10019,3,0,8,0
"15,452",2020,BARCLAYS CAPITAL INC,1656,52 - Finance and Insurance,NEW YORK,NY,10019,40,0,38,1
"15,453",2020,BARCLAYS SERVICES CORP,,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
"15,454",2020,BARCLAYS SERVICES CORP,4398,52 - Finance and Insurance,NEW YORK,NY,10019,84,3,236,2
"15,455",2020,BARCLAYS SERVICES LLC,7971,52 - Finance and Insurance,NEW YORK,NY,10019,16,0,110,1
"15,456",2020,BARCLAYS SERVICES LLC,7971,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,457",2020,BARDIN HILL INVESTMENT PARTNERS LP,7872,52 - Finance and Insurance,NEW YORK,NY,10171,0,0,1,0
"15,458",2020,BARHEMS CORPORATION,6526,52 - Finance and Insurance,FLUSHING,NY,11354,1,0,0,0
"15,459",2020,BARINGS LLC,4477,52 - Finance and Insurance,CHARLOTTE,NC,28202,2,0,2,1
"15,460",2020,BARINGS LLC,4477,52 - Finance and Insurance,SPRINGFIELD,MA,1115,0,0,1,0
"15,461",2020,BARON CAPITAL INC,7580,52 - Finance and Insurance,NEW YORK,NY,10153,1,0,2,0
"15,462",2020,BARRI FINANCIAL GROUP LLC,3621,52 - Finance and Insurance,HOUSTON,TX,77036,0,0,1,0
"15,463",2020,BARRIER CAPITAL MANAGEMENT LLC,4415,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,0,0,1,0
"15,464",2020,BASELINE PARTNERS LLC,1406,52 - Finance and Insurance,GILBERT,AZ,85234,1,0,0,0
"15,465",2020,BASIS SET VENTURES,2402,52 - Finance and Insurance,MENLO PARK,CA,94025,1,0,0,0
"15,466",2020,BATS GLOBAL MARKETS HOLDINGS INC,7385,52 - Finance and Insurance,OVERLAND PARK,KS,66214,0,0,1,0
"15,467",2020,BATTERY MANAGEMENT CORP,239,52 - Finance and Insurance,BOSTON,MA,2210,0,0,1,0
"15,468",2020,BAY CREST PARTNERS LLC,7789,52 - Finance and Insurance,NEW YORK,NY,10005,1,0,0,0
"15,469",2020,BAYHOME FINANCIAL CORP DBA COMFORH,5638,52 - Finance and Insurance,SUNNYVALE,CA,94085,1,0,0,1
"15,470",2020,BAYOTECH INC,8706,52 - Finance and Insurance,ALBUQUERQUE,NM,87113,1,0,0,0
"15,471",2020,BAYVIEW ASSET MANAGEMENT,1971,52 - Finance and Insurance,CORAL GABLES,FL,33146,4,0,0,0
"15,472",2020,BAYVIEW ASSET MANAGEMENT,1971,52 - Finance and Insurance,MIAMI,FL,33146,1,0,4,0
"15,473",2020,BAYVIEW LOAN SERVICING LLC,7286,52 - Finance and Insurance,CORAL GABLES,FL,33146,3,0,0,0
"15,474",2020,BAYVIEW LOAN SERVICING LLC,7286,52 - Finance and Insurance,MIAMI,FL,33146,0,0,1,0
"15,475",2020,BAYVIEW LOANS LLC,296,52 - Finance and Insurance,MIAMI,FL,33146,0,0,1,0
"15,476",2020,BB T CORPORATION,6904,52 - Finance and Insurance,WINSTON SALEM,NC,27102,0,0,1,0
"15,477",2020,BB T CORPORATION,9887,52 - Finance and Insurance,WINSTON SALEM,NC,27102,0,0,2,1
"15,478",2020,BBVA,6286,52 - Finance and Insurance,BIRMINGHAM,AL,35233,3,0,15,0
"15,479",2020,BBVA,6286,52 - Finance and Insurance,HOUSTON,TX,77056,0,0,1,0
"15,480",2020,BBVA COMPASS,6286,52 - Finance and Insurance,BIRMINGHAM,AL,35233,1,0,0,0
"15,481",2020,BBVA DALLAS CREATION CENTER INC,217,52 - Finance and Insurance,DALLAS,TX,75234,0,0,1,0
"15,482",2020,BBVA OPEN PLATFORM INC,4503,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,0,0,1,0
"15,483",2020,BBVA SECURITIES INC,9230,52 - Finance and Insurance,NEW YORK,NY,10105,2,0,0,0
"15,484",2020,BC FINANCE LLC,9439,52 - Finance and Insurance,MIAMI,FL,33131,0,1,0,0
"15,485",2020,BC PARTNERS ADVISORS LP,3134,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"15,486",2020,BCEG INTL INVESTMENT US INC,9180,52 - Finance and Insurance,WOODLAND HILLS,CA,91367,0,0,1,0
"15,487",2020,BDT CAPITAL PARTNERS LLC,5967,52 - Finance and Insurance,CHICAGO,IL,60611,0,0,2,0
"15,488",2020,BEACON HEALTH OPTIONS,4194,52 - Finance and Insurance,RESTON,VA,20191,0,0,1,0
"15,489",2020,BEACON HEALTH OPTIONS INC,4194,52 - Finance and Insurance,BOSTON,MA,2109,1,0,2,0
"15,490",2020,BEACON HEALTH SOLUTIONS LLC,9463,52 - Finance and Insurance,TAMPA,FL,33609,0,0,1,0
"15,491",2020,BEACON HEALTH STRATEGIES LLC,4848,52 - Finance and Insurance,BOSTON,MA,2109,0,0,5,0
"15,492",2020,BEACON MUTUAL INSURANCE COMPANY,8697,52 - Finance and Insurance,WARWICK,RI,2886,0,0,1,0
"15,493",2020,BEACON POINTE WEALTH ADVISORS LLC,6826,52 - Finance and Insurance,NEWPORT BEACH,CA,92660,0,0,1,0
"15,494",2020,BELL CURVE CAPITAL LP,1721,52 - Finance and Insurance,BLUE BELL,PA,19422,0,0,1,0
"15,495",2020,BELPOINTE ASSET MANAGEMENT LLC,1678,52 - Finance and Insurance,GREENWICH,CT,6830,0,0,1,0
"15,496",2020,BENEDICT CANYON EQUITY HOLDINGS LL,6131,52 - Finance and Insurance,LOS ANGELES,CA,90067,1,0,0,0
"15,497",2020,BENEFIT HARBOR INSURANCE SERVICES,7673,52 - Finance and Insurance,PLANO,TX,75024,0,0,1,0
"15,498",2020,BENEFIT STREET PARTNERS LLC,9751,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,2,0
"15,499",2020,BENEFITFOCUS.COM INC,9948,52 - Finance and Insurance,CHARLESTON,SC,29492,0,0,1,0
"15,500",2020,BENEFITS CONSULTING PARTNERS INC,9018,52 - Finance and Insurance,COVINA,CA,91724,1,0,0,0
"15,501",2020,BENEFITS MANAGEMENT GROUP INC,8125,52 - Finance and Insurance,OAK BROOK,IL,60523,0,1,0,0
"15,502",2020,BENEFITS SCIENCE LLC,9449,52 - Finance and Insurance,SPRING,TX,77380,1,0,0,0
"15,503",2020,BENEFITS SCIENCE LLC,9449,52 - Finance and Insurance,SPRING,TX,77381,0,0,1,0
"15,504",2020,BENEFITS SCIENCE LLC,9449,52 - Finance and Insurance,THE WOODLANDS,TX,77380,4,0,0,0
"15,505",2020,BENSON BINCHENG LIAO,6752,52 - Finance and Insurance,ROWLAND HEIGHTS,CA,91748,0,0,1,0
"15,506",2020,BERENBERG CAPITAL MARKETS LLC,5934,52 - Finance and Insurance,NEW YORK,NY,10020,1,0,1,0
"15,507",2020,BERGFLOW LLC,5615,52 - Finance and Insurance,DALLAS,TX,75243,0,1,0,0
"15,508",2020,BERKLEY INSURANCE COMPANY,4325,52 - Finance and Insurance,GREENWICH,CT,6830,4,0,3,0
"15,509",2020,BERKLEY INSURANCE COMPANY,4325,52 - Finance and Insurance,MANASSAS,VA,20110,0,0,4,0
"15,510",2020,BERKLEY TECH SVCS LLC,6485,52 - Finance and Insurance,URBANDALE,IA,50322,0,0,1,0
"15,511",2020,BERKLEY TECHNOLOGY SERVICES LLC,6485,52 - Finance and Insurance,URBANDALE,IA,50322,0,0,2,0
"15,512",2020,BERKSHIRE HATHAWAY SPECIALTY INSUR,2590,52 - Finance and Insurance,BOSTON,MA,2111,3,0,2,0
"15,513",2020,BERKSHIRE PARTNERS LLC,1958,52 - Finance and Insurance,BOSTON,MA,2116,0,1,0,0
"15,514",2020,BESSEMER GROUP INCORPORATED,3730,52 - Finance and Insurance,WOODBRIDGE,NJ,7095,0,0,1,0
"15,515",2020,BEST LOAN CHOICE INC,8606,52 - Finance and Insurance,BALTIMORE,MD,21230,0,0,1,0
"15,516",2020,BEST SOLUTIONS MORTGAGE INC,8257,52 - Finance and Insurance,FLUSHING,NY,11354,1,0,0,0
"15,517",2020,BETA CAPITAL SECURITIES LLC,4050,52 - Finance and Insurance,MIAMI,FL,33131,1,0,0,0
"15,518",2020,BETTER HOLDCO INC,777,52 - Finance and Insurance,NEW YORK,NY,10007,1,0,0,0
"15,519",2020,BETTER HOLDCO INC DBA BETTER,777,52 - Finance and Insurance,NEW YORK,NY,10007,3,1,16,0
"15,520",2020,"BETTERMENT HOLDINGS, INC.",5456,52 - Finance and Insurance,NEW YORK,NY,10010,0,0,1,0
"15,521",2020,BGC PARTNERS INC,3515,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,3,0
"15,522",2020,BGC PARTNERS INC,3515,52 - Finance and Insurance,NEW YORK,NY,10038,2,0,7,0
"15,523",2020,BHC CTR OF FINANCIAL & INVESTMENT,9720,52 - Finance and Insurance,HAMPTON,GA,30228,0,0,0,1
"15,524",2020,BHS PHYSICIANS NETWORK INC,9260,52 - Finance and Insurance,SAN ANTONIO,TX,78217,0,0,1,0
"15,525",2020,BIGSUR PARTNERS LLC,4354,52 - Finance and Insurance,MIAMI,FL,33131,1,0,0,0
"15,526",2020,BILL COM,5317,52 - Finance and Insurance,PALO ALTO,CA,94303,11,0,40,0
"15,527",2020,BILL ME LATER INC,1578,52 - Finance and Insurance,LUTHERVILLE TIMONIUM,MD,21093,5,0,33,0
"15,528",2020,BILL ME LATER INC,1578,52 - Finance and Insurance,TIMONIUM,MD,21093,12,0,1,0
"15,529",2020,BILLFLOAT INC D/B/A SMARTBIZ LOANS,5497,52 - Finance and Insurance,SAN FRANCISCO,CA,94104,0,0,1,0
"15,530",2020,BIN INSUR HOLDINGS INC,1604,52 - Finance and Insurance,CHICAGO,IL,60602,1,0,0,0
"15,531",2020,BIN INSURANCE HOLDINGS LLC,1604,52 - Finance and Insurance,CHICAGO,IL,60602,0,0,1,0
"15,532",2020,BIOMATICS MANAGEMENT COMPANY LLC,9918,52 - Finance and Insurance,SEATTLE,WA,98104,0,1,0,0
"15,533",2020,BITGO INC,6131,52 - Finance and Insurance,PALO ALTO,CA,94306,1,0,0,0
"15,534",2020,BITTREX INC,908,52 - Finance and Insurance,SEATTLE,WA,98104,1,0,1,0
"15,535",2020,BIZ2CREDIT INC,7621,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,1
"15,536",2020,BIZ2CREDIT INC,7621,52 - Finance and Insurance,NEW YORK,NY,10119,1,0,1,0
"15,537",2020,BLACKHAWK NETWORK INC,8647,52 - Finance and Insurance,PLEASANTON,CA,94588,4,0,31,1
"15,538",2020,BLACKROCK CAPITAL MANAGEMENT INC,5386,52 - Finance and Insurance,WILMINGTON,DE,19809,0,0,2,0
"15,539",2020,BLACKROCK CORPORATION US INC,3218,52 - Finance and Insurance,WILMINGTON,DE,19809,4,0,12,0
"15,540",2020,BLACKROCK FINANCIAL MANAGEMENT INC,6691,52 - Finance and Insurance,NEW YORK,NY,10018,0,0,1,0
"15,541",2020,BLACKROCK FINANCIAL MANAGEMENT INC,6691,52 - Finance and Insurance,WILMINGTON,DE,19809,94,1,314,3
"15,542",2020,BLACKROCK FINANCIAL MANAGEMENT INC,6991,52 - Finance and Insurance,WILMINGTON,DE,19809,0,0,1,0
"15,543",2020,BLACKROCK FINANCIAL MGT INC,,52 - Finance and Insurance,WILMINGTON,DE,19809,0,0,1,0
"15,544",2020,BLACKROCK INSTITUTIONAL SVCS INC,151,52 - Finance and Insurance,WILMINGTON,DE,19809,2,0,7,0
"15,545",2020,BLACKROCK INSTITUTIONAL TRUST CO N,2180,52 - Finance and Insurance,WILMINGTON,DE,19809,3,0,24,1
"15,546",2020,BLACKROCK INVESTMENT MGT LLC,9476,52 - Finance and Insurance,WILMINGTON,DE,19809,6,0,16,0
"15,547",2020,BLACKROCK REALTY ADVISORS INC,2034,52 - Finance and Insurance,WILMINGTON,DE,19809,1,0,1,0
"15,548",2020,BLINC LOANS LLC DBA ONE BLINC,1402,52 - Finance and Insurance,DANIA BEACH,FL,33004,1,0,0,0
"15,549",2020,BLOCKCHAIN US INC,3672,52 - Finance and Insurance,NEW YORK,NY,10010,1,0,0,0
"15,550",2020,BLOCKFI INC,15,52 - Finance and Insurance,JERSEY CITY,NJ,7302,0,0,3,0
"15,551",2020,BLOOM INSURANCE AGENCY LLC,936,52 - Finance and Insurance,BLOOMINGTON,IN,47403,6,0,4,0
"15,552",2020,BLUE CROSS & BLUE SHIELD OF ALABAM,3830,52 - Finance and Insurance,BIRMINGHAM,AL,35244,2,0,9,0
"15,553",2020,BLUE CROSS & BLUE SHIELD OF FLORID,5694,52 - Finance and Insurance,JACKSONVILLE,FL,32202,0,0,1,0
"15,554",2020,BLUE CROSS & BLUE SHIELD OF FLORID,5694,52 - Finance and Insurance,JACKSONVILLE,FL,32246,2,0,40,1
"15,555",2020,BLUE CROSS & BLUE SHIELD OF MASS,5815,52 - Finance and Insurance,QUINCY,MA,2171,0,0,1,0
"15,556",2020,BLUE CROSS & BLUE SHIELD OF MASSAC,5815,52 - Finance and Insurance,QUINCY,MA,2171,0,0,21,3
"15,557",2020,BLUE CROSS & BLUE SHIELD OF MISSIS,5748,52 - Finance and Insurance,FLOWOOD,MS,39232,0,0,10,0
"15,558",2020,BLUE CROSS & BLUE SHIELD OF VERMON,7307,52 - Finance and Insurance,MONTPELIER,VT,5601,0,0,2,0
"15,559",2020,BLUE CROSS AND BLUE SHIELD OF FLOR,5694,52 - Finance and Insurance,JACKSONVILLE,FL,32246,1,0,1,0
"15,560",2020,BLUE CROSS AND BLUE SHIELD OF KANS,7251,52 - Finance and Insurance,KANSAS CITY,MO,64108,0,0,5,0
"15,561",2020,BLUE CROSS AND BLUE SHIELD OF MN,4460,52 - Finance and Insurance,EAGAN,MN,55122,0,0,2,1
"15,562",2020,BLUE CROSS AND BLUE SHIELD OF MN,4460,52 - Finance and Insurance,SAINT PAUL,MN,55122,0,0,3,0
"15,563",2020,BLUE CROSS AND BLUE SHIELD OF SC,7419,52 - Finance and Insurance,COLUMBIA,SC,29219,0,0,2,1
"15,564",2020,BLUE CROSS BLUE SHIELD NEBRASKA,5515,52 - Finance and Insurance,OMAHA,NE,68180,0,0,1,0
"15,565",2020,BLUE CROSS BLUE SHIELD OF ARIZONA,4538,52 - Finance and Insurance,PHOENIX,AZ,85021,0,0,3,0
"15,566",2020,BLUE CROSS BLUE SHIELD OF MICHIGAN,9753,52 - Finance and Insurance,DETROIT,MI,48226,10,0,61,1
"15,567",2020,BLUE CROSS BLUE SHIELD OF ND,3185,52 - Finance and Insurance,FARGO,ND,58121,1,0,1,1
"15,568",2020,BLUE CROSS BLUE SHIELD OF NEBRASKA,5156,52 - Finance and Insurance,OMAHA,NE,68180,1,0,22,0
"15,569",2020,BLUE CROSS BLUE SHIELD OF NEBRASKA,9515,52 - Finance and Insurance,OMAHA,NE,68180,0,0,1,0
"15,570",2020,BLUE CROSS BLUE SHIELD SC,7419,52 - Finance and Insurance,COLUMBIA,SC,29229,0,0,1,0
"15,571",2020,BLUE FIRE CAPITAL LLC,1483,52 - Finance and Insurance,CHICAGO,IL,60606,2,0,0,0
"15,572",2020,BLUE SHIELD OF CALIFORNIA,524,52 - Finance and Insurance,EL DORADO HILLS,CA,95762,0,0,4,0
"15,573",2020,BLUE SHIELD OF CALIFORNIA,524,52 - Finance and Insurance,OAKLAND,CA,94607,0,1,18,1
"15,574",2020,BLUE SHIELD OF CALIFORNIA,524,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,0,0,50,2
"15,575",2020,BLUE VISTA CAPITAL MANAGEMENT LLC,876,52 - Finance and Insurance,CHICAGO,IL,60654,0,0,1,0
"15,576",2020,BLUECREST CAPITAL MGMT NEW YORK LP,1234,52 - Finance and Insurance,NEW YORK,NY,10153,0,0,1,0
"15,577",2020,BLUECREST CAPITAL MGT PR LLC,9286,52 - Finance and Insurance,SAN JUAN,PR,901,0,0,1,0
"15,578",2020,BLUECROSS AND BLUESHIELD ASSOC,6874,52 - Finance and Insurance,CHICAGO,IL,60601,0,0,3,0
"15,579",2020,BLUECROSS BLUESHIELD ASSOCIATION,6874,52 - Finance and Insurance,CHICAGO,IL,60601,2,0,19,0
"15,580",2020,BLUECROSS BLUESHIELD OF NC,4904,52 - Finance and Insurance,DURHAM,NC,27707,2,0,18,0
"15,581",2020,BLUECROSS BLUESHIELD OF TENNESSEE,7913,52 - Finance and Insurance,CHATTANOOGA,TN,37402,1,0,49,2
"15,582",2020,BLUEFIN TRADING LLC,6094,52 - Finance and Insurance,NEW YORK,NY,10016,0,0,1,0
"15,583",2020,BLUEFIRE INSURANCE SVCS INC,2943,52 - Finance and Insurance,HUNTINGTON BEACH,CA,92647,1,0,0,0
"15,584",2020,BLUEMAR CAPITAL MANAGEMENT LLC,9137,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"15,585",2020,BLUEMOUNTAIN CAPITAL MGT LLP,3875,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
"15,586",2020,BLUEOWL LLC,1556,52 - Finance and Insurance,SAN FRANCISCO,CA,94104,1,0,6,0
"15,587",2020,BLUEPAY PROCESSING LLC,3206,52 - Finance and Insurance,BROOKFIELD,WI,53045,1,0,1,0
"15,588",2020,BLUESHIFT ASSET MANAGEMENT LLC,4343,52 - Finance and Insurance,RED BANK,NJ,7701,1,0,0,0
"15,589",2020,BLUESTONE PROPERTY MANAGEMENT LLC,7296,52 - Finance and Insurance,INDIANAPOLIS,IN,46268,0,0,1,0
"15,590",2020,BLUEVINE CAPITAL INC,9218,52 - Finance and Insurance,REDWOOD CITY,CA,94063,0,1,6,0
"15,591",2020,BM EAGLE MANAGEMENT LLC,1108,52 - Finance and Insurance,NEW YORK,NY,10004,0,0,1,0
"15,592",2020,BMO CAPITAL MARKETS CORP,9853,52 - Finance and Insurance,CHICAGO,IL,60603,3,0,7,0
"15,593",2020,BMO HARRIS BANK N A,5229,52 - Finance and Insurance,CHICAGO,IL,60603,6,0,10,0
"15,594",2020,BMW FINANCIAL SERVICES NA LLC,8977,52 - Finance and Insurance,HILLIARD,OH,43026,0,0,6,0
"15,595",2020,BNP PARIBAS,7765,52 - Finance and Insurance,JERSEY CITY,NJ,7310,8,0,13,0
"15,596",2020,BNP PARIBAS FINANCIAL SERVICES LLC,7232,52 - Finance and Insurance,JERSEY CITY,NJ,7310,1,1,1,0
"15,597",2020,BNP PARIBAS FINANCIAL SERVICES LLC,7232,52 - Finance and Insurance,WASHINGTON,DC,20004,0,1,0,0
"15,598",2020,BNP PARIBAS RCC INC,,52 - Finance and Insurance,JERSEY CITY,NJ,7310,0,0,1,0
"15,599",2020,BNP PARIBAS RCC INC,9468,52 - Finance and Insurance,JERSEY CITY,NJ,7310,4,0,37,0
"15,600",2020,BNP PARIBAS SECURITIES CORP,5334,52 - Finance and Insurance,JERSEY CITY,NJ,7310,16,0,8,0
"15,601",2020,BNP PARIBAS US WHOLESALE HOLDINGS,3834,52 - Finance and Insurance,JERSEY CITY,NJ,7310,5,0,6,0
"15,602",2020,BNY ADMINISTRATIVE SERVICES LLC,2606,52 - Finance and Insurance,PITTSBURGH,PA,15258,0,0,1,0
"15,603",2020,BNY MELLON GOVT SECURITIES SVCS CO,5751,52 - Finance and Insurance,JERSEY CITY,NJ,7302,1,0,0,0
"15,604",2020,BNY MELLON GOVT SECURITIES SVCS CO,5751,52 - Finance and Insurance,JERSEY CITY,NJ,7399,1,0,0,0
"15,605",2020,BNY MELLON GOVT SECURITIES SVCS CO,5751,52 - Finance and Insurance,PITTSBURGH,PA,15258,1,0,1,0
"15,606",2020,BNY MELLON N A,9306,52 - Finance and Insurance,PITTSBURGH,PA,15258,0,0,1,0
"15,607",2020,BOAT AMERICA CORPORATION,3637,52 - Finance and Insurance,SPRINGFIELD,VA,22151,0,0,1,0
"15,608",2020,BOERBOEL LLC,8927,52 - Finance and Insurance,CHICAGO,IL,60654,1,0,1,0
"15,609",2020,BOFA SECURITIES INC,1463,52 - Finance and Insurance,CHARLOTTE,NC,28202,2,0,0,0
"15,610",2020,BOFA SECURITIES INC,1463,52 - Finance and Insurance,CHARLOTTE,NC,28255,71,1,44,0
"15,611",2020,BOKF N A DBA BANK OF OKLAHOMA,382,52 - Finance and Insurance,TULSA,OK,74172,0,0,1,0
"15,612",2020,BOKU INC,4470,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,0,0,2,0
"15,613",2020,BOLT FINANCIAL INC,2091,52 - Finance and Insurance,SAN FRANCISCO,CA,94102,1,0,0,0
"15,614",2020,BOLT FINANCIAL INC,2091,52 - Finance and Insurance,SAN FRANCISCO,CA,94108,1,0,1,0
"15,615",2020,BOND CAPITAL MANAGEMENT LP,5339,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,1,0,0,0
"15,616",2020,BOND STREET MORTGAGE LLC,3398,52 - Finance and Insurance,PARAMUS,NJ,7652,0,0,1,0
"15,617",2020,BOREAL CAPITAL MANAGEMENT LLC,4286,52 - Finance and Insurance,MIAMI,FL,33131,1,0,0,0
"15,618",2020,BOSEN AMERICAN CAPITAL INC,7252,52 - Finance and Insurance,IRVINE,CA,92614,0,0,1,0
"15,619",2020,BOSTON PRIVATE BANK & TRUST CO,2314,52 - Finance and Insurance,BOSTON,MA,2109,1,0,0,0
"15,620",2020,BOSTON PRIVATE BANK & TRUST COMPAN,2314,52 - Finance and Insurance,BOSTON,MA,2109,2,0,0,0
"15,621",2020,BOT LAB LP,3007,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"15,622",2020,BOTTOMLINE TECHNOLOGIES DE INC,3294,52 - Finance and Insurance,PORTSMOUTH,NH,3801,1,0,2,0
"15,623",2020,BOWEN ADVISORS INC,4040,52 - Finance and Insurance,PLYMOUTH,MA,2360,1,0,0,0
"15,624",2020,BP ENERGY PARTNERS LLC,4219,52 - Finance and Insurance,DALLAS,TX,75201,1,0,0,0
"15,625",2020,BPR REIT SERVICES LLC,3911,52 - Finance and Insurance,CHICAGO,IL,60654,1,0,1,0
"15,626",2020,BRACE PHARMACEUTICALS INC,2876,52 - Finance and Insurance,ATLANTA,GA,30308,0,0,1,0
"15,627",2020,BRACEBRIDGE CAPITAL LLC,4637,52 - Finance and Insurance,BOSTON,MA,2199,2,0,5,0
"15,628",2020,BRAEMAR CAPITAL MANAGEMENT III LP,3698,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
"15,629",2020,BRANDES INVESTMENT PARTNERS LP,4072,52 - Finance and Insurance,SAN DIEGO,CA,92130,1,0,0,0
"15,630",2020,BRANDYWINE GLOBAL INVESTMENT MGT L,4065,52 - Finance and Insurance,PHILADELPHIA,PA,19103,0,0,1,0
"15,631",2020,BRANNAN & LO INSURANCE AGENCY INC,6093,52 - Finance and Insurance,ARTESIA,CA,90701,0,0,0,1
"15,632",2020,BRASIL PLURAL SECURITIES LLC,4260,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"15,633",2020,BRAVIANT LLC,3090,52 - Finance and Insurance,CHICAGO,IL,60602,0,0,1,1
